Customer_id,First_name,Last_namePhone,,EmAIL,Street,City,State,Zip_code
19901222,Geraldine,O'donnell,NULL,geraldine.o'donnell@hotmail.com,8241 Lookout Rd. ,Flushing,NY,11354
19901223,Bronwyn,Vargas,NULL,bronwyn.vargas@msn.com,35 James Street ,New Windsor,NY,12553
19901224,Abram,Copeland,NULL,abram.copeland@gmail.com,9782 Indian Spring Lane ,Harlingen,TX,78552
19901225,Mellisa,Griffin,NULL,mellisa.griffin@msn.com,49 Alton Circle ,Los Banos,CA,93635
19901226,Qiana,Jackson,NULL,qiana.jackson@gmail.com,56 Galvin Street ,East Northport,NY,11731
19901227,Magali,Dixon,(248) 279-5331,magali.dixon@msn.com,815 Del Monte Court ,Troy,NY,12180
19901228,Zulema,Clemons,(510) 565-8496,zulema.clemons@aol.com,75 W. Howard St. ,Oakland,CA,94603
19901229,Carina,Lynch,NULL,carina.lynch@gmail.com,64 Jennings Road ,Wappingers Falls,NY,12590
1990123,Robena,Hill,(361) 598-4414,robena.hill@hotmail.com,263 Cross St. ,Corpus Christi,TX,78418
19901230,Jesus,Burch,NULL,jesus.burch@hotmail.com,7024 Squaw Creek Street ,Desoto,TX,75115
19901231,Selene,Vega,NULL,selene.vega@gmail.com,11 Sierra St. ,Campbell,CA,95008
19901232,Jong,Guthrie,NULL,jong.guthrie@hotmail.com,889 Leatherwood Drive ,Bethpage,NY,11714
19901233,Lise,Hebert,NULL,lise.hebert@gmail.com,140 East Broad Lane ,Vista,CA,92083
19901234,Joshua,Berg,NULL,joshua.berg@hotmail.com,16 East St. ,Ossining,NY,10562
19901235,Georgina,Gonzales,NULL,georgina.gonzales@yahoo.com,307 Chapel St. ,Endicott,NY,13760
19901236,Rudolph,Velez,NULL,rudolph.velez@yahoo.com,9397 Pleasant Drive ,Mount Vernon,NY,10550
19901237,Luke,Kramer,NULL,luke.kramer@hotmail.com,7955 Delaware Drive ,Bethpage,NY,11714
19901238,Edgar,Quinn,NULL,edgar.quinn@aol.com,556 Dogwood Ave. ,Harlingen,TX,78552
19901239,Tara,Maynard,NULL,tara.maynard@hotmail.com,9375 Fordham Street ,Lindenhurst,NY,11757
1990124,Jeni,Booker,NULL,jeni.booker@gmail.com,546 Railroad Dr. ,South El Monte,CA,91733
19901240,Bella,Perez,NULL,bella.perez@msn.com,43 Green Lake Street ,Duarte,CA,91010
19901241,Nathaniel,Davidson,NULL,nathaniel.davidson@hotmail.com,7476 Henry Smith Street ,Rome,NY,13440
19901242,Chauncey,Donaldson,NULL,chauncey.donaldson@aol.com,7412 Golf Ave. ,Franklin Square,NY,11010
19901243,Heide,Reed,NULL,heide.reed@yahoo.com,9174 Coffee Drive ,Floral Park,NY,11001
19901244,Trang,Hardin,NULL,trang.hardin@yahoo.com,9255 Myers Drive ,Depew,NY,14043
19901245,Gabriela,Warren,(562) 986-2247,gabriela.warren@aol.com,9947 Brewery Ave. ,Long Beach,NY,11561
19901246,Dale,Rasmussen,NULL,dale.rasmussen@aol.com,8590 Adams Street ,Kingston,NY,12401
19901247,Tammie,Cherry,NULL,tammie.cherry@hotmail.com,791 Wakehurst Dr. ,Massapequa,NY,11758
19901248,Bethany,Herring,NULL,bethany.herring@yahoo.com,7563 High Point Street ,Port Jefferson Station,NY,11776
19901249,Barbra,Dickerson,NULL,barbra.dickerson@gmail.com,8424 E. Rockcrest Dr. ,Ridgecrest,CA,93555
1990125,Herlinda,Stone,NULL,herlinda.stone@msn.com,725 Gulf St. ,Canandaigua,NY,14424
19901250,Neoma,Daugherty,NULL,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550
19901251,Nanette,Roman,NULL,nanette.roman@yahoo.com,8254 North Riverview Street ,Glendora,CA,91740
19901252,Adriene,Rollins,NULL,adriene.rollins@msn.com,55 Cambridge Street ,Plainview,NY,11803
19901253,Susannah,Fields,NULL,susannah.fields@hotmail.com,17 Railroad Street ,Far Rockaway,NY,11691
19901254,Dung,Reid,NULL,dung.reid@msn.com,468 West Washington Ave. ,Canyon Country,CA,91387
19901255,Ben,Stone,NULL,ben.stone@gmail.com,8855 University St. ,Ithaca,NY,14850
19901256,Nubia,Anderson,NULL,nubia.anderson@aol.com,584 NW. Hilldale Drive ,Ronkonkoma,NY,11779
19901257,Rosamaria,Meyer,NULL,rosamaria.meyer@yahoo.com,446 Elizabeth St. ,Webster,NY,14580
19901258,Todd,Waters,NULL,todd.waters@yahoo.com,92 Cedar Swamp Street ,Bay Shore,NY,11706
19901259,Kimbery,Nieves,NULL,kimbery.nieves@msn.com,768 Roehampton St. ,San Carlos,CA,94070
1990126,Lavina,Dejesus,NULL,lavina.dejesus@msn.com,59 E. Valley Avenue ,Newburgh,NY,12550
19901260,Phuong,Wolf,NULL,phuong.wolf@yahoo.com,7765 N. Annadale Dr. ,Schenectady,NY,12302
19901261,Adelaida,Hancock,NULL,adelaida.hancock@aol.com,669 S. Gartner Street ,San Pablo,CA,94806
19901262,Brianne,Hays,NULL,brianne.hays@gmail.com,88 Tailwater Ave. ,San Pablo,CA,94806
19901263,Rufina,Chandler,NULL,rufina.chandler@aol.com,7985 Alderwood Street ,New Hyde Park,NY,11040
19901264,Devin,Velazquez,(631) 254-8497,devin.velazquez@aol.com,61 Redwood St. ,Brentwood,NY,11717
19901265,Bonita,Marshall,NULL,bonita.marshall@msn.com,48 Bald Hill Drive ,Endicott,NY,13760
19901266,Myrl,Gay,NULL,myrl.gay@hotmail.com,8708 Taylor Lane ,Garland,TX,75043
19901267,Earline,Gordon,NULL,earline.gordon@gmail.com,81 Railroad Drive ,Ronkonkoma,NY,11779
19901268,Sung,Chambers,NULL,sung.chambers@gmail.com,369 N. Virginia Street ,Kingston,NY,12401
19901269,Gustavo,Gamble,NULL,gustavo.gamble@msn.com,8054 W. Meadowbrook Street ,Port Washington,NY,11050
1990127,Erlinda,Nielsen,NULL,erlinda.nielsen@aol.com,728 Oxford Lane ,Maspeth,NY,11378
19901270,Ciera,Webb,NULL,ciera.webb@yahoo.com,958 Anderson Ave. ,Orchard Park,NY,14127
19901271,Roy,Chan,NULL,roy.chan@hotmail.com,7578 Middle River St. ,Pomona,CA,91768
19901272,Houston,Vasquez,NULL,houston.vasquez@msn.com,845 Aspen Street ,Fullerton,CA,92831
19901273,Cheree,Hale,NULL,cheree.hale@yahoo.com,95 Lyme Avenue ,Oswego,NY,13126
19901274,Odette,Moses,NULL,odette.moses@gmail.com,899 Overlook Lane ,Newburgh,NY,12550
19901275,Lenita,Bonner,NULL,lenita.bonner@aol.com,7286 Swanson Drive ,Los Banos,CA,93635
19901276,Shona,Mcmillan,NULL,shona.mcmillan@msn.com,57 West Maple Dr. ,Apple Valley,CA,92307
19901277,Piedad,Irwin,NULL,piedad.irwin@hotmail.com,581 Garden St. ,Coram,NY,11727
19901278,Loan,Graham,NULL,loan.graham@yahoo.com,57 Glen Eagles St. ,Jackson Heights,NY,11372
19901279,Stan,Saunders,NULL,stan.saunders@yahoo.com,407 Essex Dr. ,Canandaigua,NY,14424
1990128,Terrance,Lynn,NULL,terrance.lynn@yahoo.com,91 East Buckingham Drive ,Plattsburgh,NY,12901
19901280,Jackeline,Colon,NULL,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590
19901281,Marlen,Dawson,NULL,marlen.dawson@msn.com,67 Oak Valley Street ,Woodside,NY,11377
19901282,Alexis,Mack,(845) 707-6088,alexis.mack@aol.com,7767 Sutor Ave. ,New City,NY,10956
19901283,Mica,Barry,NULL,mica.barry@yahoo.com,3 SE. Sugar St. ,Hopewell Junction,NY,12533
19901284,Shanice,Spears,NULL,shanice.spears@msn.com,5 Piper Ave. ,Brooklyn,NY,11201
19901285,Garth,Huff,NULL,garth.huff@yahoo.com,794 East University St. ,Glendora,CA,91740
19901286,Dione,Pratt,NULL,dione.pratt@msn.com,864 Winding Way St. ,Pleasanton,CA,94566
19901287,Victor,Pittman,NULL,victor.pittman@aol.com,9294 Devon Dr. ,Astoria,NY,11102
19901288,Allie,Conley,NULL,allie.conley@msn.com,96 High Point Road ,Lawndale,CA,90260
19901289,Shanelle,Anderson,NULL,shanelle.anderson@yahoo.com,646 Surrey Street ,Bethpage,NY,11714
1990129,Walton,Dejesus,NULL,walton.dejesus@yahoo.com,15 Washington Rd. ,Lockport,NY,14094
19901290,Minnie,Compton,NULL,minnie.compton@gmail.com,185 Hudson Street ,South Richmond Hill,NY,11419
19901291,Shiloh,Bates,NULL,shiloh.bates@msn.com,15 Wellington Dr. ,Monsey,NY,10952
19901292,Lakenya,Oliver,NULL,lakenya.oliver@yahoo.com,82 Bayport Court ,San Lorenzo,CA,94580
19901293,Sally,Kinney,NULL,sally.kinney@msn.com,7565 High Dr. ,Floral Park,NY,11001
19901294,Edith,Davenport,NULL,edith.davenport@gmail.com,685 Alton Road ,Ontario,CA,91762
19901295,Alline,Beasley,NULL,alline.beasley@yahoo.com,8704 NE. Olive Ave. ,North Tonawanda,NY,14120
19901296,Travis,Whitley,NULL,travis.whitley@aol.com,60 Euclid Ave. ,Saint Albans,NY,11412
19901297,Vanessa,West,NULL,vanessa.west@gmail.com,34 Prairie Lane ,New Rochelle,NY,10801
19901298,Trudy,Riddle,NULL,trudy.riddle@aol.com,8943 Johnson Street ,Schenectady,NY,12302
19901299,Shauna,Edwards,NULL,shauna.edwards@msn.com,8 Dogwood Ave. ,Yorktown Heights,NY,10598
199013,Lashawn,Ortiz,NULL,lashawn.ortiz@msn.com,27 Washington Rd. ,Longview,TX,75604
1990130,Wes,Stanton,(248) 247-5074,wes.stanton@msn.com,8662 Tunnel Street ,Troy,NY,12180
19901300,Clorinda,Donovan,NULL,clorinda.donovan@msn.com,9690 E. Morris Ave. ,Jamestown,NY,14701
19901301,Raven,Curtis,NULL,raven.curtis@aol.com,18 Summit Lane ,Lawndale,CA,90260
19901302,Verda,Gilbert,NULL,verda.gilbert@gmail.com,54 Hillcrest Drive ,East Northport,NY,11731
19901303,Renay,Atkins,NULL,renay.atkins@aol.com,7146 Leeton Ridge Ave. ,Woodside,NY,11377
19901304,Tama,Berg,NULL,tama.berg@hotmail.com,3 Cardinal Avenue ,Hollis,NY,11423
19901305,Dalia,Carson,(507) 186-2004,dalia.carson@aol.com,7175 Galvin St. ,Rochester,NY,14606
19901306,America,Swanson,NULL,america.swanson@msn.com,83 South Arlington Lane ,Webster,NY,14580
19901307,Cinda,Rocha,NULL,cinda.rocha@hotmail.com,926 North Oklahoma Dr. ,Los Banos,CA,93635
19901308,Shea,Howell,NULL,shea.howell@msn.com,67 Arch Rd. ,South El Monte,CA,91733
19901309,Kimberli,Cline,NULL,kimberli.cline@yahoo.com,7115 Stonybrook Court ,Centereach,NY,11720
1990131,Tanesha,Hampton,NULL,tanesha.hampton@hotmail.com,19 Belmont Ave. ,Syosset,NY,11791
19901310,Emanuel,Mckee,NULL,emanuel.mckee@yahoo.com,9411 Lake Dr. ,Schenectady,NY,12302
19901311,Whitley,Cannon,NULL,whitley.cannon@msn.com,614 High Point Lane ,Coram,NY,11727
19901312,Tereasa,Bird,NULL,tereasa.bird@aol.com,7526 Vine Drive ,Ronkonkoma,NY,11779
19901313,Dante,Grimes,NULL,dante.grimes@yahoo.com,23 Shore St. ,Duarte,CA,91010
19901314,Joeann,Garrison,NULL,joeann.garrison@yahoo.com,1 Harrison St. ,Ontario,CA,91762
19901315,Omega,Johnston,NULL,omega.johnston@gmail.com,9935 Tarkiln Hill St. ,Canyon Country,CA,91387
19901316,Conrad,Mueller,NULL,conrad.mueller@yahoo.com,3 Myrtle St. ,Massapequa,NY,11758
19901317,Glady,Wells,NULL,glady.wells@gmail.com,627 Ramblewood Ave. ,Syosset,NY,11791
19901318,Tisha,Petty,(210) 851-3122,tisha.petty@msn.com,9083 Lake View Ave. ,San Antonio,TX,78213
19901319,Claris,Santiago,NULL,claris.santiago@msn.com,763 Mountainview Dr. ,Newburgh,NY,12550
1990132,Boyd,Irwin,NULL,boyd.irwin@hotmail.com,221 Whitemarsh St. ,Hamburg,NY,14075
19901320,Obdulia,Barber,NULL,obdulia.barber@gmail.com,878 Lexington Rd. ,Newburgh,NY,12550
19901321,Shantel,Gregory,NULL,shantel.gregory@yahoo.com,7722 Second Lane ,West Islip,NY,11795
19901322,Ai,Forbes,NULL,ai.forbes@yahoo.com,254 Central St. ,Franklin Square,NY,11010
19901323,Ebony,Cotton,NULL,ebony.cotton@yahoo.com,8979 Miller St. ,West Babylon,NY,11704
19901324,Arla,Ellis,NULL,arla.ellis@yahoo.com,127 Crescent Ave. ,Utica,NY,13501
19901325,Magdalena,Sherman,NULL,magdalena.sherman@gmail.com,176 Sunbeam St. ,Oswego,NY,13126
19901326,Tarra,Guerrero,NULL,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021
19901327,Consuela,Romero,NULL,consuela.romero@hotmail.com,54 Elm Court ,Monroe,NY,10950
19901328,Cindie,Franklin,NULL,cindie.franklin@yahoo.com,7249 Franklin St. ,Lawndale,CA,90260
19901329,Sharyn,Brewer,NULL,sharyn.brewer@aol.com,70 Columbia Ave. ,Hollis,NY,11423
1990133,Delbert,Wilkins,NULL,delbert.wilkins@aol.com,420 Greenview St. ,Coram,NY,11727
19901330,Karren,Stevenson,NULL,karren.stevenson@aol.com,155 Old York St. ,San Carlos,CA,94070
19901331,Divina,Reeves,NULL,divina.reeves@hotmail.com,767 Bradford Dr. ,Newburgh,NY,12550
19901332,Novella,Ross,NULL,novella.ross@gmail.com,9418 Acacia Drive ,Glendora,CA,91740
19901333,Omega,Huff,NULL,omega.huff@aol.com,63 Devon St. ,Santa Monica,CA,90403
19901334,Ashleigh,Finch,NULL,ashleigh.finch@yahoo.com,82 Hudson Court ,Newburgh,NY,12550
19901335,Corina,Lynch,NULL,corina.lynch@msn.com,44 Sunbeam Dr. ,Rosedale,NY,11422
19901336,Joe,Melton,NULL,joe.melton@gmail.com,8998 Hartford Street ,New Windsor,NY,12553
19901337,Bernetta,Summers,NULL,bernetta.summers@aol.com,1 Young Ave. ,Longview,TX,75604
19901338,Inez,Snider,NULL,inez.snider@gmail.com,837 Catherine Lane ,Ronkonkoma,NY,11779
19901339,Neida,King,(442) 778-1121,neida.king@aol.com,137 Bohemia St. ,Oceanside,NY,11572
1990134,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St. ,Hempstead,NY,11550
19901340,Tona,Velasquez,NULL,tona.velasquez@msn.com,9166 Trout St. ,Whitestone,NY,11357
19901341,Rozanne,Reyes,NULL,rozanne.reyes@aol.com,11 W. Surrey Drive ,Garden City,NY,11530
19901342,Lekisha,Pope,NULL,lekisha.pope@msn.com,390 Livingston Avenue ,Freeport,NY,11520
19901343,Jama,Rodriquez,NULL,jama.rodriquez@msn.com,681 Smith Dr. ,Upland,CA,91784
19901344,Eloisa,Tucker,NULL,eloisa.tucker@hotmail.com,7268 Leatherwood Ave. ,Howard Beach,NY,11414
19901345,Arie,Hunter,NULL,arie.hunter@msn.com,66 Old State Rd. ,Flushing,NY,11354
19901346,Sanora,Webster,(424) 464-7290,sanora.webster@msn.com,74 Beach St. ,Los Angeles,CA,90008
19901347,Kate,Barber,NULL,kate.barber@hotmail.com,46 W. Oak Valley Ave. ,Saratoga Springs,NY,12866
19901348,Yvone,Guerrero,NULL,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566
19901349,Kami,Rios,NULL,kami.rios@yahoo.com,8400 8th Dr. ,Encino,CA,91316
1990135,Dorthey,Jackson,(281) 926-8010,dorthey.jackson@msn.com,9768 Brookside St. ,Houston,TX,77016
19901350,Annett,Rush,NULL,annett.rush@hotmail.com,758 Fordham Lane ,Rosedale,NY,11422
19901351,Carman,Hardy,NULL,carman.hardy@yahoo.com,800 Whitemarsh St. ,Jamestown,NY,14701
19901352,Dorothea,Miranda,NULL,dorothea.miranda@aol.com,7882 Parker St. ,Upland,CA,91784
19901353,Agatha,Daniels,NULL,agatha.daniels@yahoo.com,125 Canal St. ,South El Monte,CA,91733
19901354,Alexandria,Zamora,NULL,alexandria.zamora@yahoo.com,95 Cherry Circle ,Schenectady,NY,12302
19901355,Thad,Gilliam,NULL,thad.gilliam@hotmail.com,8844 Gonzales Court ,Levittown,NY,11756
19901356,Inger,Jennings,NULL,inger.jennings@yahoo.com,38 NW. Shore Lane ,Patchogue,NY,11772
19901357,Karren,Lamb,(559) 628-2239,karren.lamb@aol.com,35 N. Chapel St. ,Fresno,CA,93706
19901358,Noble,Glover,NULL,noble.glover@gmail.com,728 W. Rocky River Street ,Orchard Park,NY,14127
19901359,Octavia,Donaldson,NULL,octavia.donaldson@hotmail.com,8095 Wayne Ave. ,Levittown,NY,11756
1990136,Sarita,Parks,NULL,sarita.parks@msn.com,7809 Second Lane ,Forney,TX,75126
19901360,Latashia,Travis,NULL,latashia.travis@yahoo.com,7877 King Rd. ,Upland,CA,91784
19901361,Destiny,Goodman,NULL,destiny.goodman@msn.com,29 Smoky Hollow St. ,Westbury,NY,11590
19901362,Christiana,Gross,NULL,christiana.gross@yahoo.com,645 North Richardson Road ,Orchard Park,NY,14127
19901363,Nestor,Haynes,(281) 969-4579,nestor.haynes@msn.com,27 Nut Swamp Street ,Houston,TX,77016
19901364,Grisel,Maynard,NULL,grisel.maynard@msn.com,353 North Arch St. ,Ballston Spa,NY,12020
19901365,Shenna,Espinoza,NULL,shenna.espinoza@gmail.com,202 North George Street ,Queensbury,NY,12804
19901366,Trena,Rogers,NULL,trena.rogers@aol.com,502 Sherwood St. ,Campbell,CA,95008
19901367,Lucile,Manning,NULL,lucile.manning@yahoo.com,511 Livingston Lane ,Campbell,CA,95008
19901368,Veronique,Fulton,NULL,veronique.fulton@yahoo.com,81 Hilldale Ave. ,Ballston Spa,NY,12020
19901369,Starr,Schneider,NULL,starr.schneider@aol.com,77 Mulberry Street ,Shirley,NY,11967
1990137,Shonta,Mercer,NULL,shonta.mercer@aol.com,319 NE. La Sierra Avenue ,Massapequa,NY,11758
19901370,Rona,Rojas,(408) 611-3553,rona.rojas@gmail.com,815 Riverview St. ,San Jose,CA,95127
19901371,Pandora,Estes,NULL,pandora.estes@aol.com,228 Shadow Brook Drive ,New Hyde Park,NY,11040
19901372,Renna,Williams,NULL,renna.williams@hotmail.com,7398 SW. Glen Ridge Road ,South Ozone Park,NY,11420
19901373,Lanora,Robbins,NULL,lanora.robbins@hotmail.com,31 W. Maiden Lane ,West Babylon,NY,11704
19901374,Juliane,Dillard,NULL,juliane.dillard@aol.com,63 Birchwood Court ,Glendora,CA,91740
19901375,Carlena,Salinas,NULL,carlena.salinas@gmail.com,1 Wagon Street ,Jamaica,NY,11432
19901376,Kimberley,Reynolds,NULL,kimberley.reynolds@aol.com,8475 Homewood Street ,Port Washington,NY,11050
19901377,Johana,Jacobson,(507) 407-9384,johana.jacobson@gmail.com,29 San Juan St. ,Rochester,NY,14606
19901378,Enoch,Rosario,(559) 329-7615,enoch.rosario@hotmail.com,186 Arlington St. ,Fresno,CA,93706
19901379,Dorine,Thornton,NULL,dorine.thornton@gmail.com,8730 N. Atlantic Street ,Sunnyside,NY,11104
1990138,Jone,Bernard,(657) 536-5165,jone.bernard@hotmail.com,99 Longbranch Court ,Anaheim,CA,92806
19901380,Eliz,Lynch,NULL,eliz.lynch@hotmail.com,717 West Deerfield Ave. ,Uniondale,NY,11553
19901381,Mercedez,Brooks,NULL,mercedez.brooks@hotmail.com,7483 Ann St. ,Duarte,CA,91010
19901382,Wynona,Douglas,NULL,wynona.douglas@msn.com,6 Country Ave. ,Harlingen,TX,78552
19901383,Desire,Mcgowan,(661) 800-8091,desire.mcgowan@msn.com,942 North Ohio Road ,Bakersfield,CA,93306
19901384,Elmo,Sweeney,NULL,elmo.sweeney@yahoo.com,43 Arch Ave. ,San Carlos,CA,94070
19901385,Kenton,Hughes,NULL,kenton.hughes@gmail.com,632 Sleepy Hollow Drive ,Canandaigua,NY,14424
19901386,Cesar,Wilkins,(619) 685-5786,cesar.wilkins@hotmail.com,7 Inverness St. ,San Diego,CA,92111
19901387,Phylicia,Stout,NULL,phylicia.stout@aol.com,8842 Littleton Lane ,Canandaigua,NY,14424
19901388,Nanette,Harris,NULL,nanette.harris@hotmail.com,26 Pin Oak Lane ,East Meadow,NY,11554
19901389,Ulrike,Chan,NULL,ulrike.chan@aol.com,7949 Lancaster St. ,Port Chester,NY,10573
1990139,Wanita,Davenport,NULL,wanita.davenport@aol.com,525 Dogwood Ave. ,Spring Valley,NY,10977
19901390,Genoveva,Lloyd,NULL,genoveva.lloyd@aol.com,706 Devonshire St. ,Bayside,NY,11361
19901391,Sheryl,Chase,NULL,sheryl.chase@gmail.com,388 Cedar Avenue ,Floral Park,NY,11001
19901392,Trista,Lambert,NULL,trista.lambert@gmail.com,79 River Street ,Fairport,NY,14450
19901393,Vivian,Deleon,NULL,vivian.deleon@msn.com,9925 Hamilton Street ,Jamaica,NY,11432
19901394,Genny,Fields,NULL,genny.fields@msn.com,9145 San Juan Dr. ,Amityville,NY,11701
19901395,Eliseo,Knight,NULL,eliseo.knight@msn.com,693 Holly Street ,Woodhaven,NY,11421
19901396,Delma,Bailey,(657) 454-8493,delma.bailey@gmail.com,9883 West King Lane ,Anaheim,CA,92806
19901397,Dewayne,Herring,NULL,dewayne.herring@aol.com,9015 Willow Lane ,Webster,NY,14580
19901398,Nevada,Hood,NULL,nevada.hood@aol.com,515 Bank Rd. ,Hopewell Junction,NY,12533
19901399,Angelika,Perry,NULL,angelika.perry@msn.com,7684 South Branch Drive ,Canandaigua,NY,14424
199014,Garry,Espinoza,NULL,garry.espinoza@hotmail.com,7858 Rockaway Court ,Forney,TX,75126
1990140,Cleopatra,Tate,NULL,cleopatra.tate@aol.com,97 N. Glenwood St. ,East Elmhurst,NY,11369
19901400,Shayla,Hart,NULL,shayla.hart@msn.com,9092 Aspen St. ,Woodhaven,NY,11421
19901401,Willetta,Murphy,NULL,willetta.murphy@msn.com,436 Devonshire Street ,East Elmhurst,NY,11369
19901402,Sandee,Alvarado,NULL,sandee.alvarado@aol.com,69 Bowman Street ,Depew,NY,14043
19901403,Mila,Moody,(248) 234-5902,mila.moody@gmail.com,675 Williams St. ,Troy,NY,12180
19901404,Loyce,Conway,NULL,loyce.conway@aol.com,729 State Lane ,Central Islip,NY,11722
19901405,Thanh,Figueroa,NULL,thanh.figueroa@yahoo.com,6 Roberts Drive ,Mount Vernon,NY,10550
19901406,Farrah,Orr,NULL,farrah.orr@msn.com,8711 W. Ashley St. ,New Hyde Park,NY,11040
19901407,Hugh,Craft,NULL,hugh.craft@msn.com,8716 Homewood Court ,Centereach,NY,11720
19901408,Eleanor,Mendez,NULL,eleanor.mendez@yahoo.com,4 West St. ,Port Chester,NY,10573
19901409,Lamar,Bush,(716) 294-7174,lamar.bush@msn.com,76 Lilac Drive ,Buffalo,NY,14215
1990141,Ramiro,Byers,NULL,ramiro.byers@gmail.com,16 Pleasant St. ,Saint Albans,NY,11412
19901410,Lurlene,Finch,(914) 367-7691,lurlene.finch@msn.com,849 Magnolia St. ,Yonkers,NY,10701
19901411,Shanda,Stevenson,NULL,shanda.stevenson@yahoo.com,9547 N. Courtland St. ,Freeport,NY,11520
19901412,Adrien,Hunter,NULL,adrien.hunter@yahoo.com,720 Thompson Lane ,Rego Park,NY,11374
19901413,Ophelia,Decker,NULL,ophelia.decker@yahoo.com,69 Rockwell Court ,New Windsor,NY,12553
19901414,Sonja,Walls,NULL,sonja.walls@aol.com,30 Marshall Dr. ,Queensbury,NY,12804
19901415,Harold,O'connor,NULL,harold.o'connor@gmail.com,9530 Summerhouse Street ,Santa Cruz,CA,95060
19901416,Miranda,Kennedy,NULL,miranda.kennedy@gmail.com,726 East High St. ,Astoria,NY,11102
19901417,Jasper,Castro,NULL,jasper.castro@aol.com,977 SE. Railroad Road ,Forney,TX,75126
19901418,Penni,Best,(657) 611-2991,penni.best@msn.com,875 Second Drive ,Anaheim,CA,92806
19901419,Lurlene,Cotton,NULL,lurlene.cotton@yahoo.com,8218 George St. ,Pleasanton,CA,94566
1990142,Nicholas,Vazquez,NULL,nicholas.vazquez@hotmail.com,9 Roosevelt Street ,West Hempstead,NY,11552
19901420,Kelsey,Noble,NULL,kelsey.noble@hotmail.com,36 Pearl Court ,Mount Vernon,NY,10550
19901421,Edris,Barrett,NULL,edris.barrett@hotmail.com,36 Pulaski Drive ,Plattsburgh,NY,12901
19901422,Tempie,Jacobson,NULL,tempie.jacobson@hotmail.com,136 Old Fairview St. ,Smithtown,NY,11787
19901423,Dollie,Cervantes,(682) 362-7457,dollie.cervantes@aol.com,8828 Applegate Drive ,Fort Worth,TX,76110
19901424,Lashunda,Cole,NULL,lashunda.cole@hotmail.com,783 Baker St. ,Monsey,NY,10952
19901425,Justina,Jenkins,NULL,justina.jenkins@msn.com,345 SE. Green Lane ,Shirley,NY,11967
19901426,Londa,Gould,(361) 206-5550,londa.gould@aol.com,9169 Beech Lane ,Corpus Christi,TX,78418
19901427,Mikel,Wilkerson,NULL,mikel.wilkerson@msn.com,9233 Clinton St. ,Atwater,CA,95301
19901428,Carola,Johns,NULL,carola.johns@msn.com,7077 Fordham Rd. ,Santa Cruz,CA,95060
19901429,Lorrie,Justice,NULL,lorrie.justice@gmail.com,8396 Brook Drive ,Pomona,CA,91768
1990143,Janae,Doyle,NULL,janae.doyle@gmail.com,760 Rose Ave. ,Jackson Heights,NY,11372
19901430,Tayna,Wade,(661) 858-1224,tayna.wade@hotmail.com,65 Smith Store Dr. ,Bakersfield,CA,93306
19901431,Mark,Benton,NULL,mark.benton@aol.com,83 Eagle St. ,East Elmhurst,NY,11369
19901432,Zona,Cameron,NULL,zona.cameron@aol.com,42 Bridle Court ,East Northport,NY,11731
19901433,Nicola,Knight,NULL,nicola.knight@aol.com,25 SE. Miles Lane ,Scarsdale,NY,10583
19901434,Elana,Miles,NULL,elana.miles@yahoo.com,7077 Euclid Ave. ,Liverpool,NY,13090
19901435,Merrie,Fowler,NULL,merrie.fowler@aol.com,532 Leatherwood Ave. ,Scarsdale,NY,10583
19901436,Macie,Ayers,NULL,macie.ayers@msn.com,8730 Longfellow St. ,Bellmore,NY,11710
19901437,Son,Warner,NULL,son.warner@hotmail.com,20 W. Rosewood Ave. ,Rockville Centre,NY,11570
19901438,Lee,Dunn,(408) 807-6157,lee.dunn@aol.com,8626 Grand Ave. ,San Jose,CA,95127
19901439,Florrie,Little,NULL,florrie.little@yahoo.com,8330 Marsh St. ,New Rochelle,NY,10801
1990144,Hans,Price,NULL,hans.price@hotmail.com,51 Glendale Road ,Port Chester,NY,10573
19901440,Ernest,Rollins,NULL,ernest.rollins@yahoo.com,4 West Ridge Dr. ,Oakland Gardens,NY,11364
19901441,Jamaal,Morrison,NULL,jamaal.morrison@msn.com,796 SE. Nut Swamp St. ,Staten Island,NY,10301
19901442,Cassie,Cline,NULL,cassie.cline@gmail.com,947 Lafayette Drive ,Brooklyn,NY,11201
19901443,Lezlie,Lamb,NULL,lezlie.lamb@gmail.com,401 Brandywine Street ,Central Islip,NY,11722
19901444,Ivette,Estes,NULL,ivette.estes@gmail.com,88 N. Canterbury Ave. ,Canandaigua,NY,14424
19901445,Ester,Acevedo,NULL,ester.acevedo@gmail.com,671 Miles Court ,San Lorenzo,CA,94580
1990145,Miquel,Neal,NULL,miquel.neal@hotmail.com,9564 Deerfield Lane ,Staten Island,NY,10301
1990146,Stefany,Potter,NULL,stefany.potter@gmail.com,256 South Academy St. ,Saratoga Springs,NY,12866
1990147,Bernetta,Marquez,NULL,bernetta.marquez@hotmail.com,626 E. Dunbar Street ,Smithtown,NY,11787
1990148,Julee,Woodard,NULL,julee.woodard@yahoo.com,869 Summerhouse Dr. ,Richmond Hill,NY,11418
